ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At
RDW05V797QQE7,BARON,https://www.amazon.in/gp/profile/amzn1.account.AHFYPOYWZG6NUOKXZNXJOTBWVG4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Excellent product!!!,5,5.0 out of 5 stars,Excellent product with affordable price. Go for it.,https://www.amazon.in/gp/customer-reviews/RDW05V797QQE7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 1 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:14.613Z
R2V45HYX6HIIX8,Nice bat .. but grip is too thin ... Have to tie a new grip 🫤head is little disbalanced maybe delivery packaging... Tooo poor packaging by Amazon... But hopefully my product is not damaged .. now waiting for playing experience,https://www.amazon.in/gp/profile/amzn1.account.AGX4T2PASERSDKSY4TOME2TDECGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Value for money,4,4.0 out of 5 stars,"Product is too good , best for beginners... Quality good at 128 price point. Recommended . Packaging also good",https://www.amazon.in/gp/customer-reviews/R2V45HYX6HIIX8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 October 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/71K---ztPuL._SY88.jpg,https://m.media-amazon.com/images/I/71K---ztPuL.jpg,,2025-11-08T15:49:14.613Z
R1OJBS99OWJ67P,Saumyadeep Ghosh,https://www.amazon.in/gp/profile/amzn1.account.AFLB6J46O3JEMWXLX6UW53525UDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good product,5,5.0 out of 5 stars,The weight is accurate. Finishing is good. The colour is exact that of display. Grips are very good for use.,https://www.amazon.in/gp/customer-reviews/R1OJBS99OWJ67P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 October 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:49:14.613Z
R352KBOAIS3LD5,Reshma,https://www.amazon.in/gp/profile/amzn1.account.AF3LXRNDYDHAEJOS2IDDMZJZGUTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good. Acceptable quality,3,3.0 out of 5 stars,"Average quality, but ok for the price.",https://www.amazon.in/gp/customer-reviews/R352KBOAIS3LD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 17 September 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:49:14.614Z
RUEEDJFGI2JAS,Atul Chaudhary,https://www.amazon.in/gp/profile/amzn1.account.AFM44OE5DWPEORIUFJ5NIPQH7YFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice one,4,4.0 out of 5 stars,Cheap but does the workNot so fragileCame in a good conditionGo for it,https://www.amazon.in/gp/customer-reviews/RUEEDJFGI2JAS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 19 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,5 people found this helpful,,,,2025-11-08T15:49:14.614Z
R2ED94I0JGZ6BO,aneeshantony,https://www.amazon.in/gp/profile/amzn1.account.AHHS4SRJC7ZQD45SAWFILWLYTIWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice Product..,5,5.0 out of 5 stars,"Sharp Expected same date delivery, I am so happy this Product, Thank You so much Amazon🙏🙏🙏",https://www.amazon.in/gp/customer-reviews/R2ED94I0JGZ6BO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 October 2025,Colour: RedSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/51XH7sCSStL._SY88.jpg,https://m.media-amazon.com/images/I/51XH7sCSStL.jpg,,2025-11-08T15:49:14.614Z
R1UTG85IVQUQ6C,Shruti Pandey,https://www.amazon.in/gp/profile/amzn1.account.AHRUGE2EWI2CDUQYWPQKL6CW7CBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good for daily use,https://www.amazon.in/gp/customer-reviews/R1UTG85IVQUQ6C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 6 November 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:49:14.614Z
R3TQ1605QL9FHC,Kapil mishra,https://www.amazon.in/gp/profile/amzn1.account.AEFOEBXSPVAJOBOKWRDCPCGJ7ILQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,A mid range product,3,3.0 out of 5 stars,Writing the review after using it for 1 month.In the first two three weeks it was great accurate size but after three weeks i started noticing some sand sound while using it and it goes on increasing so the result is not that much good build quality noticed some cracks in one dumbell just in one month gonna cover it up with tape or the sand filled will start coming out. And its kindda slippery so use it properly and not in a hurry cuz that will keep you safe from any injury or losing balance of it. Was in a black color abd is effective in workout but again the build quality can be improved atleast it should last 6 month but as i can see its condition in just 1 month am not sure it would last more than 3 or 4 months.,https://www.amazon.in/gp/customer-reviews/R3TQ1605QL9FHC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 8 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,3 people found this helpful,,,,2025-11-08T15:49:14.614Z
R3JY7F39M94IBO,Riya,https://www.amazon.in/gp/profile/amzn1.account.AGQUWNZ24B4P4S2UEKQQCZ3DGC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Beginner friendly,4,4.0 out of 5 stars,Cute and amazing product it will make you to exercise more.Grab it and Flex your muscles 💪,https://www.amazon.in/gp/customer-reviews/R3JY7F39M94IBO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 4 November 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/81sPvx8cTYL._SY88.jpg,https://m.media-amazon.com/images/I/81sPvx8cTYL.jpg,,2025-11-08T15:49:14.614Z
R1W6GLYSJQVVMZ,Gocham Yaka,https://www.amazon.in/gp/profile/amzn1.account.AFY75NXBAPWESCJI554VEBJH6IKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good quality with affordable price,4,4.0 out of 5 stars,,https://www.amazon.in/gp/customer-reviews/R1W6GLYSJQVVMZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/71OODnfxDPL._SY88.jpg; https://m.media-amazon.com/images/I/71Paoc3KtGL._SY88.jpg,https://m.media-amazon.com/images/I/71OODnfxDPL.jpg; https://m.media-amazon.com/images/I/71Paoc3KtGL.jpg,,2025-11-08T15:49:14.615Z
ROF0A6JA3S69W,Kindle Customer,https://www.amazon.in/gp/profile/amzn1.account.AH7H3CSYKKRIEUVAHJ2KM6IN5KTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good product,4,4.0 out of 5 stars,Little bigger size than expected.  For 5Kg.Otherwise it is value for money.,https://www.amazon.in/gp/customer-reviews/ROF0A6JA3S69W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 30 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:16.981Z
RKJARIJTZDMPI,Nithya ponshankar,https://www.amazon.in/gp/profile/amzn1.account.AH6ILJE3MJ4326W3MYM2PFFDRHIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Value of product,4,4.0 out of 5 stars,Weight is correct. This is colour and look,https://www.amazon.in/gp/customer-reviews/RKJARIJTZDMPI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 31 October 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/61veikVXmcL._SY88.jpg,https://m.media-amazon.com/images/I/61veikVXmcL.jpg,,2025-11-08T15:49:16.981Z
R2VWGNBH1144QA,lingarao,https://www.amazon.in/gp/profile/amzn1.account.AFUSFNOY3MGA6SLXUDQQXPZ6USRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Totally worth for home workout,4,4.0 out of 5 stars,Good for home workout effectiveness’s,https://www.amazon.in/gp/customer-reviews/R2VWGNBH1144QA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 31 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:49:16.981Z
R12VDB80M2OHLX,Trendz_M_A,https://www.amazon.in/gp/profile/amzn1.account.AGXFVOB53MKJSMN3GDLIRGDLVAOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good dumbell,4,4.0 out of 5 stars,Quality is good enough. Weight management is good in both dumbells. Plastic used is so tough .,https://www.amazon.in/gp/customer-reviews/R12VDB80M2OHLX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 October 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:49:16.981Z
R5SC6GVCB9RSX,mala.k,https://www.amazon.in/gp/profile/amzn1.account.AFZPYUDMVIQL5S4AEL2SCXHIQOAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,4,4.0 out of 5 stars,Its good. U can buy. Better than other product,https://www.amazon.in/gp/customer-reviews/R5SC6GVCB9RSX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 24 October 2025,Colour: RedSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:49:16.981Z
R3PYK73DDWSBNX,Sureshmothukoori,https://www.amazon.in/gp/profile/amzn1.account.AGOCLRGJVFHKU6XNWFA75YQ2XGUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,T,4,4.0 out of 5 stars,"Its good, Worthy product in this range",https://www.amazon.in/gp/customer-reviews/R3PYK73DDWSBNX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 24 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:16.981Z
R3OHS4LGD10KIV,Best bat,https://www.amazon.in/gp/profile/amzn1.account.AGOYHICMPSWDPY437H4QRSKNZ7GA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Ok,4,4.0 out of 5 stars,Best product this price,https://www.amazon.in/gp/customer-reviews/R3OHS4LGD10KIV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 25 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/71EkCtHrbaL._SY88.jpg; https://m.media-amazon.com/images/I/81vsXlgKaEL._SY88.jpg,https://m.media-amazon.com/images/I/71EkCtHrbaL.jpg; https://m.media-amazon.com/images/I/81vsXlgKaEL.jpg,,2025-11-08T15:49:16.981Z
R2E2B6HLP27ID7,Allan,https://www.amazon.in/gp/profile/amzn1.account.AFQKFKMPNZZ2N6V6QE3SSEHR76CQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Could have been slightly better.,4,4.0 out of 5 stars,One dumbell weight is not accurate. Plastic quality is too flimsy and must be used delicately. Finishing could be better as the mould finishing sharp edges cuts your skin.Overall: 8.8/10,https://www.amazon.in/gp/customer-reviews/R2E2B6HLP27ID7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 3 November 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:49:16.981Z
R16ITOZBEB41UH,Tangu,https://www.amazon.in/gp/profile/amzn1.account.AEONSWOJ2MPRDSTQH3SOTOYWWL3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Brittle,4,4.0 out of 5 stars,Not strong enough.,https://www.amazon.in/gp/customer-reviews/R16ITOZBEB41UH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 22 October 2025,Colour: BlackSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:49:16.982Z
R219D6GUUNJVO5,Raju P Abraham,https://www.amazon.in/gp/profile/amzn1.account.AHNOCTMQQHR7IRREX7XD75WIRW5Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Smooth  handle.,4,4.0 out of 5 stars,Good quality item. I prefer little more handle length . But Ok.,https://www.amazon.in/gp/customer-reviews/R219D6GUUNJVO5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 20 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:16.982Z
R36Q7XE0BCS5TQ,Deivarani mary.j,https://www.amazon.in/gp/profile/amzn1.account.AFIPATYC4RCNA5VDVIKYL43B4GRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good product 👍,4,4.0 out of 5 stars,Good product 👍,https://www.amazon.in/gp/customer-reviews/R36Q7XE0BCS5TQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 22 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:18.922Z
R1W746M7IVGAIV,Placeholder,https://www.amazon.in/gp/profile/amzn1.account.AHXLV2SH7SUOTJNFWJYM2HJNEH4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,4,4.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R1W746M7IVGAIV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 30 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:18.923Z
RR4YPJ66T0W8A,kandasamy,https://www.amazon.in/gp/profile/amzn1.account.AG7DDPXWZHOVV6YPSYSYOHC65ENA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Plastic,4,4.0 out of 5 stars,Plastic one,https://www.amazon.in/gp/customer-reviews/RR4YPJ66T0W8A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 16 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:18.923Z
R16FJT2W0BLA88,Karan,https://www.amazon.in/gp/profile/amzn1.account.AEBHLA7V7NB447XUPRQCOCK6HYTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quality and affordable,4,4.0 out of 5 stars,Good quality,https://www.amazon.in/gp/customer-reviews/R16FJT2W0BLA88/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 14 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:18.923Z
RMUE2C6R98XA1,Sk A Alam,https://www.amazon.in/gp/profile/amzn1.account.AFY2KESN25MTPXWRX2Q4ZDJ7A7IA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,4,4.0 out of 5 stars,Home use product.,https://www.amazon.in/gp/customer-reviews/RMUE2C6R98XA1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 16 October 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:49:18.925Z
R3W1QJKF0JWGMC,Sumit s.,https://www.amazon.in/gp/profile/amzn1.account.AEBU6UQBBSAH5D5C3KPECUK56PPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice product,4,4.0 out of 5 stars,Nice dumbbell but it is not as shown in image.,https://www.amazon.in/gp/customer-reviews/R3W1QJKF0JWGMC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 4 October 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:49:18.925Z
R30IOBBKH192LX,Raziya sultana,https://www.amazon.in/gp/profile/amzn1.account.AHBKCTCNDRY4ZMZU7MERDCYD7VUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice,4,4.0 out of 5 stars,Helpful,https://www.amazon.in/gp/customer-reviews/R30IOBBKH192LX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 10 October 2025,Colour: BlackSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:49:18.926Z
R1N16AJZBS672M,Shiwani Prakash,https://www.amazon.in/gp/profile/amzn1.account.AEULPONRVUDUNHC4EPDBXSULVEQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good nd usefull product,4,4.0 out of 5 stars,"Good looking, colour,finishing is also good, packaging is also good. They taken dilivery charge extra.",https://www.amazon.in/gp/customer-reviews/R1N16AJZBS672M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 October 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,3 people found this helpful,https://m.media-amazon.com/images/I/71uLxTJHYVL._SY88.jpg,https://m.media-amazon.com/images/I/71uLxTJHYVL.jpg,,2025-11-08T15:49:18.926Z
R3JO016YKP2FMZ,Samadhan lohar,https://www.amazon.in/gp/profile/amzn1.account.AH3773N34L5646KS2L4N2EKVFHDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Waight is accurate,4,4.0 out of 5 stars,"Best option for beginning, it's little bigger than shown in images",https://www.amazon.in/gp/customer-reviews/R3JO016YKP2FMZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 4 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/71vUxcY0S+L._SY88.jpg,https://m.media-amazon.com/images/I/71vUxcY0S+L.jpg,,2025-11-08T15:49:18.926Z
R1V73QHCUFSO3G,Rama,https://www.amazon.in/gp/profile/amzn1.account.AHDWZ4RT37HWSML2EJT7ZPVWPF6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worthful,4,4.0 out of 5 stars,Good item,https://www.amazon.in/gp/customer-reviews/R1V73QHCUFSO3G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 October 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:49:18.927Z
R1F4FI24OZ6FAD,Wonder11,https://www.amazon.in/gp/profile/amzn1.account.AEUHZQPKAB7PR3QBLZGCBNWDFSMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,4,4.0 out of 5 stars,Sand filled plastic but does the job good.,https://www.amazon.in/gp/customer-reviews/R1F4FI24OZ6FAD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 4 October 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:49:20.893Z
R1IV1V639O0KQD,karam,https://www.amazon.in/gp/profile/amzn1.account.AEIZGIV6UHK3GJSBKREF6R4HWTDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best,4,4.0 out of 5 stars,Very good product,https://www.amazon.in/gp/customer-reviews/R1IV1V639O0KQD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 2 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:49:20.893Z
RQTQKPLRE2WR3,Amazxy,https://www.amazon.in/gp/profile/amzn1.account.AETS2SBFXBRXQPOJGPGDBY5D6VRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Modest. Handle grip not perfect,4,4.0 out of 5 stars,Product seems sturdy; will need to use for sometime to write the full review. Bar handles are not having good friction for holding,https://www.amazon.in/gp/customer-reviews/RQTQKPLRE2WR3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 29 September 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/612pSmKZZYL._SY88.jpg,https://m.media-amazon.com/images/I/612pSmKZZYL.jpg,,2025-11-08T15:49:20.893Z
R168Y340TG0AUX,Manmeet kaur,https://www.amazon.in/gp/profile/amzn1.account.AGCTRXEN66Y7UJKYQRCYFY254YMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quality,4,4.0 out of 5 stars,Good.,https://www.amazon.in/gp/customer-reviews/R168Y340TG0AUX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 1 October 2025,Colour: BlackSize: 4KG(2KG*2 Round),Verified Purchase,,,,,2025-11-08T15:49:20.895Z
R23AXQDOMFHE1Q,Shivangi Sharma,https://www.amazon.in/gp/profile/amzn1.account.AEC66SK3554OMJ7ZMYXAAGFI3RJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good for beginner,4,4.0 out of 5 stars,"In ₹250. It’s a very good for beginners. I ordered to 2 -2 KG total 4 KG, but it is very light for me. I am intermediate level strength trainer. And I’m really scared that if cap opens, what will happen in packaging was not so good, but rest of the product. Very nice, but very light for me. I thought 2 KG per hand was average weight, but it’s light for me so I’m gonna replace it.",https://www.amazon.in/gp/customer-reviews/R23AXQDOMFHE1Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 August 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,5 people found this helpful,https://m.media-amazon.com/images/I/71PuRopj1YL._SY88.jpg; https://m.media-amazon.com/images/I/81Mmhjps7xL._SY88.jpg,https://m.media-amazon.com/images/I/71PuRopj1YL.jpg; https://m.media-amazon.com/images/I/81Mmhjps7xL.jpg,,2025-11-08T15:49:20.895Z
R1W0EMAC3LAG2W,Raksham Keshri,https://www.amazon.in/gp/profile/amzn1.account.AE4IVF2V7KNSGYEVSGRDADEA4NEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Review on Lifelong PVC Hex Dumbbells,3,3.0 out of 5 stars,"The outer layer is made of plastic inside is sand filled. Safety, it is good for individual home workout use for beginners. The grip is ok. Weight is accurate each of 5kg weight in total 10kg weight. Quality is not very sturdy use it with care. Look is good. It is fit for beginners for home workout.",https://www.amazon.in/gp/customer-reviews/R1W0EMAC3LAG2W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 9 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/71pvuAnNxtL._SY88.jpg; https://m.media-amazon.com/images/I/71rzDD8VzkL._SY88.jpg,https://m.media-amazon.com/images/I/71pvuAnNxtL.jpg; https://m.media-amazon.com/images/I/71rzDD8VzkL.jpg,,2025-11-08T15:49:20.895Z
R1SFKBH0O6IDV7,Aniket Purohit,https://www.amazon.in/gp/profile/amzn1.account.AFPZKQGZ3I5SN4PRCKGJCPLPVDYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,I hated it after 4 months !,3,3.0 out of 5 stars,"I am using it for 4 months and i think should not buy this because.1) they are not in perfect hexagonal shape so, rotate when we put them at any surface.2) the grip area is also made up of plastic it doesn't feel good it should of metal.",https://www.amazon.in/gp/customer-reviews/R1SFKBH0O6IDV7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 12 October 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:49:20.895Z
R28FJTQZ0J9NKC,lalit,https://www.amazon.in/gp/profile/amzn1.account.AHUK3L6XZSZQXCSASEKUFHRB7WZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Build quality is not satisfying but value for money and good for beginners.,3,3.0 out of 5 stars,Build quality is not satisfying but value for money and good for beginners.,https://www.amazon.in/gp/customer-reviews/R28FJTQZ0J9NKC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/71Xb16QGxzL._SY88.jpg,https://m.media-amazon.com/images/I/71Xb16QGxzL.jpg,,2025-11-08T15:49:20.895Z
R101ZJHASEMR8T,Dhiren Dedhia,https://www.amazon.in/gp/profile/amzn1.account.AELHSDTBYJQDSCSC447BLGI5PG7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Economically ok for small exercises,3,3.0 out of 5 stars,One dumbell 942gm and another 1007 gram. Unequal weight and Sand like sound is felt while using. But at this price it's ok.,https://www.amazon.in/gp/customer-reviews/R101ZJHASEMR8T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 October 2025,Colour: BlackSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:49:20.896Z
RZJBIA8YN838I,Nishan Ebenezer,https://www.amazon.in/gp/profile/amzn1.account.AGOAMO5UO2UB46ZK6RPV4FWBUENQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Feels like low weight 1kg,4,4.0 out of 5 stars,"Ok Nice, but feels like 1kg low weight, gripping is not good but ok",https://www.amazon.in/gp/customer-reviews/RZJBIA8YN838I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 14 September 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:49:20.896Z
R2O776MJADI35H,Sameer Shahi,https://www.amazon.in/gp/profile/amzn1.account.AHHWHCR2NXEPSC3AYB5THVY442NQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Must Buy , Affordable price , No Damage",4,4.0 out of 5 stars,"Right now , Everything feels good about this dumbell . The build The colour and the grip feels nice. If it works well for 6 months i will come and rate it a 5 ⭐. Till then it's 4 ⭐",https://www.amazon.in/gp/customer-reviews/R2O776MJADI35H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 29 August 2025,Colour: RedSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/719YQ2JVhpL._SY88.jpg; https://m.media-amazon.com/images/I/71GuH08WB4L._SY88.jpg; https://m.media-amazon.com/images/I/71NZXozX7cL._SY88.jpg; https://m.media-amazon.com/images/I/71uRuk5SKyL._SY88.jpg,https://m.media-amazon.com/images/I/719YQ2JVhpL.jpg; https://m.media-amazon.com/images/I/71GuH08WB4L.jpg; https://m.media-amazon.com/images/I/71NZXozX7cL.jpg; https://m.media-amazon.com/images/I/71uRuk5SKyL.jpg,,2025-11-08T15:49:22.815Z
R2JADCK5OJY8NE,Bharat chouhan,https://www.amazon.in/gp/profile/amzn1.account.AH5CWQHJCVVTDAXP23O3MKFMHDCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Not received as I expect.,3,3.0 out of 5 stars,"One dumbbell not filled properly and have gap inside. When I pick it, there is some sound inside it.",https://www.amazon.in/gp/customer-reviews/R2JADCK5OJY8NE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 23 October 2025,Colour: BlackSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:49:22.816Z
R2QPMYMPEE7DSY,priya madhuri kindo,https://www.amazon.in/gp/profile/amzn1.account.AGY35E5MNKFKU2O5H6VOKJLTJ5CA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good for begginers,4,4.0 out of 5 stars,Begginers  friendly,https://www.amazon.in/gp/customer-reviews/R2QPMYMPEE7DSY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 13 September 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:49:22.816Z
R1TFCS3OPIPFNU,Ankit M.,https://www.amazon.in/gp/profile/amzn1.account.AEH7BBNO5REESMKIFMTYKDYH7FEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,It has some rattling noise of material filled inside,4,4.0 out of 5 stars,Ok ok quality fine for temporary use,https://www.amazon.in/gp/customer-reviews/R1TFCS3OPIPFNU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 9 September 2025,Colour: RedSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:49:22.816Z
