ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At
R3LDRK6RTMGCLG,chandra pandey,https://www.amazon.in/gp/profile/amzn1.account.AGVZQBU3ZIGRRVAXB33UODILSW4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Plastic made filled with heavyweight,4,4.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R3LDRK6RTMGCLG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 25 August 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/81JMGxraviL._SY88.jpg,https://m.media-amazon.com/images/I/81JMGxraviL.jpg,,2025-11-08T15:52:13.763Z
R1AFXUP83QYSX6,Amazon Customer,https://www.amazon.in/gp/profile/amzn1.account.AEWECB464T44YZGMVD7RXIPP2P2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,PVC Dumbells are bulkier,4,4.0 out of 5 stars,PVC Dumbells are bulkier than metal ones.,https://www.amazon.in/gp/customer-reviews/R1AFXUP83QYSX6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:13.763Z
R14F4FM7Y44W9E,Tankadhar M.,https://www.amazon.in/gp/profile/amzn1.account.AHGQKL6GFP5AOI5SVJN346U3IF5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Khgh,3,3.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R14F4FM7Y44W9E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 9 October 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:52:13.763Z
R20SJS9MQCJA0G,GENIUS,https://www.amazon.in/gp/profile/amzn1.account.AHDGPGGAWEPSOWMWM7YFRYNUYVJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quality,3,3.0 out of 5 stars,"Quality is ok, overall Dumbble is good for beginners.",https://www.amazon.in/gp/customer-reviews/R20SJS9MQCJA0G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 7 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/71NLltyj2iL._SY88.jpg; https://m.media-amazon.com/images/I/71TOfqCfusL._SY88.jpg,https://m.media-amazon.com/images/I/71NLltyj2iL.jpg; https://m.media-amazon.com/images/I/71TOfqCfusL.jpg,,2025-11-08T15:52:13.763Z
R3G60NKRTVZMQ3,B sandesh,https://www.amazon.in/gp/profile/amzn1.account.AG2VZ5X3PDN4SYUZJHSKDAIJJ3NA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth it. U can go for it. Home workout!,4,4.0 out of 5 stars,Sufficient for home workout. Plastic quality is fine cannot say very strong but sure they will last long. Earlier i thought they might spell plastic and degrade in long run. But they are different. Good material used.Worth for its price. Packaging was also good. Three layers literally 3. Thanks lifelong for budget clean product.,https://www.amazon.in/gp/customer-reviews/R3G60NKRTVZMQ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 July 2025,Colour: BlackSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:52:13.763Z
RGYBBCHUCRU4Z,Jawahar,https://www.amazon.in/gp/profile/amzn1.account.AFTZUWRT2YMKBW25TONN6WR4IABQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,3,3.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/RGYBBCHUCRU4Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 9 October 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,,,,,2025-11-08T15:52:13.764Z
R3ODCQ4JK1L0RI,CHANDAN KUMAR SAHOO,https://www.amazon.in/gp/profile/amzn1.account.AEQER6QSSL7FJ3M3I255PJTF6HPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice not strong flexble like work,3,3.0 out of 5 stars,Okok,https://www.amazon.in/gp/customer-reviews/R3ODCQ4JK1L0RI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 14 October 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:13.764Z
R2TLRKFYI39VOY,Pinku Ghosh,https://www.amazon.in/gp/profile/amzn1.account.AFUJH3LHCZBLB2BEIRDF2YKPC3OA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quality check not done before despatch,3,3.0 out of 5 stars,One of the product is not good. The filling is improper and making a rattling sound while in movement !,https://www.amazon.in/gp/customer-reviews/R2TLRKFYI39VOY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 September 2025,Colour: RedSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:13.764Z
R2L9614K3UADRN,Ravindra S. Nagpure,https://www.amazon.in/gp/profile/amzn1.account.AH3SQBMMC4E7YP7CX5LKEN3ULCYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Wow,4,4.0 out of 5 stars,Superb excellent product,https://www.amazon.in/gp/customer-reviews/R2L9614K3UADRN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 20 August 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:52:13.764Z
R1W73L0G2UUEKA,Yogesh,https://www.amazon.in/gp/profile/amzn1.account.AFQYFXKJCQNIA2XVXVX4Y3XDWRTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Value for Money,5,5.0 out of 5 stars,Good for the Price . Best suitable for beginners.,https://www.amazon.in/gp/customer-reviews/R1W73L0G2UUEKA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:13.764Z
R29ZSL89JU5U1C,Nas,https://www.amazon.in/gp/profile/amzn1.account.AFGOWRRTY7Z6IGGUSI2EOTDOV5KQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mediocre,4,4.0 out of 5 stars,"Easy to use , structure is good but quality needs to be more.",https://www.amazon.in/gp/customer-reviews/R29ZSL89JU5U1C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 19 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:15.663Z
R1WAC8DBHVVMD7,Jaymala P.,https://www.amazon.in/gp/profile/amzn1.account.AHTEA5QFE6G6R6GNO4AGIUKAWXRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth it...,4,4.0 out of 5 stars,Much bigger than expected but really great. The big size helps in grip while overhead tricep press or goblet squats/sumo squats. But might cause slight trouble in bicep curls as it hits the body. Good quality. So it's aNice product...,https://www.amazon.in/gp/customer-reviews/R1WAC8DBHVVMD7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 29 July 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,2 people found this helpful,https://m.media-amazon.com/images/I/715ZP26fLuL._SY88.jpg; https://m.media-amazon.com/images/I/71ODTnJWRoL._SY88.jpg; https://m.media-amazon.com/images/I/71PC5E6eDSL._SY88.jpg,https://m.media-amazon.com/images/I/715ZP26fLuL.jpg; https://m.media-amazon.com/images/I/71ODTnJWRoL.jpg; https://m.media-amazon.com/images/I/71PC5E6eDSL.jpg,,2025-11-08T15:52:15.663Z
RW1GZPK6VSOBX,Aryan Raj,https://www.amazon.in/gp/profile/amzn1.account.AEV6H46FJS7RXDYHCKQ3HO5UN4KA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mediocre dumbbells,3,3.0 out of 5 stars,"Design is not beginner friendly. Weight is approximately accurate. Justifies the price of the product which is 500rs. Feels too bulky in my opinion. Overall it can be used for several excercises like curl ups, lateral raises, shoulder press, chest press, upstand rowing etc.",https://www.amazon.in/gp/customer-reviews/RW1GZPK6VSOBX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 4 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:15.663Z
R18VA1UML8OIY9,Yaseen sadath,https://www.amazon.in/gp/profile/amzn1.account.AFYHS5XL4ORNYJSXZ3YIYS2RPTQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Used product,4,4.0 out of 5 stars,Hopeless used product was given tried returning twiceBut no response,https://www.amazon.in/gp/customer-reviews/R18VA1UML8OIY9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 13 August 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,,,,,2025-11-08T15:52:15.663Z
R3K59AFVBP49F3,Aravind rathod,https://www.amazon.in/gp/profile/amzn1.account.AHDKVMHB44C2XMC3HU2PA76EPAWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Avarage,3,3.0 out of 5 stars,Little bit of cracking sound,https://www.amazon.in/gp/customer-reviews/R3K59AFVBP49F3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 29 September 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:52:15.664Z
R1DS9EW2AH8AK,GSB,https://www.amazon.in/gp/profile/amzn1.account.AFNKLPG4OSZKQ5W6RWJNZSVFHHVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Ok-ok,3,3.0 out of 5 stars,Material not of great quality.Bad odour coming out of the dumbells due to the sand used inside.Also weighs 9.8 kgs together.,https://www.amazon.in/gp/customer-reviews/R1DS9EW2AH8AK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 16 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/51+72KDwNNL._SY88.jpg,https://m.media-amazon.com/images/I/51+72KDwNNL.jpg,,2025-11-08T15:52:15.664Z
R536LDQD4AJ8Z,Sidhu,https://www.amazon.in/gp/profile/amzn1.account.AGX5BPH7NOSZSBKZSNLFXZKXYZFA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Poor quality,3,3.0 out of 5 stars,In photo they looks so good but in reality they are just a plastic dumble filled with sand and rocks but to be honest in low budget you can expect high demands,https://www.amazon.in/gp/customer-reviews/R536LDQD4AJ8Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 8 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:15.664Z
R3EZR697ATZA4X,Austin,https://www.amazon.in/gp/profile/amzn1.account.AHCTBBCI6D6DYSBYH627FPJMLFOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth the price,4,4.0 out of 5 stars,Not so good looking but does it's job,https://www.amazon.in/gp/customer-reviews/R3EZR697ATZA4X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 11 August 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:52:15.665Z
R2WALQCD3K0JX9,Amazon Customer,https://www.amazon.in/gp/profile/amzn1.account.AEKSS44L63XJZGBGZKQ6N3F3GZPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good,https://www.amazon.in/gp/customer-reviews/R2WALQCD3K0JX9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 6 November 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:52:15.665Z
R2NNZM1MJA3TZY,Nithin k s,https://www.amazon.in/gp/profile/amzn1.account.AFWENKL2EFD3XYJPFK2EFNZMDXQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good one,https://www.amazon.in/gp/customer-reviews/R2NNZM1MJA3TZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:52:15.665Z
RDW05V797QQE7,BARON,https://www.amazon.in/gp/profile/amzn1.account.AHFYPOYWZG6NUOKXZNXJOTBWVG4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Excellent product!!!,5,5.0 out of 5 stars,Excellent product with affordable price. Go for it.,https://www.amazon.in/gp/customer-reviews/RDW05V797QQE7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 1 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:16.939Z
R2V45HYX6HIIX8,Nice bat .. but grip is too thin ... Have to tie a new grip 🫤head is little disbalanced maybe delivery packaging... Tooo poor packaging by Amazon... But hopefully my product is not damaged .. now waiting for playing experience,https://www.amazon.in/gp/profile/amzn1.account.AGX4T2PASERSDKSY4TOME2TDECGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Value for money,4,4.0 out of 5 stars,"Product is too good , best for beginners... Quality good at 128 price point. Recommended . Packaging also good",https://www.amazon.in/gp/customer-reviews/R2V45HYX6HIIX8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 October 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/71K---ztPuL._SY88.jpg,https://m.media-amazon.com/images/I/71K---ztPuL.jpg,,2025-11-08T15:52:16.946Z
R1OJBS99OWJ67P,Saumyadeep Ghosh,https://www.amazon.in/gp/profile/amzn1.account.AFLB6J46O3JEMWXLX6UW53525UDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good product,5,5.0 out of 5 stars,The weight is accurate. Finishing is good. The colour is exact that of display. Grips are very good for use.,https://www.amazon.in/gp/customer-reviews/R1OJBS99OWJ67P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 October 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:52:16.946Z
R352KBOAIS3LD5,Reshma,https://www.amazon.in/gp/profile/amzn1.account.AF3LXRNDYDHAEJOS2IDDMZJZGUTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good. Acceptable quality,3,3.0 out of 5 stars,"Average quality, but ok for the price.",https://www.amazon.in/gp/customer-reviews/R352KBOAIS3LD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 17 September 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:52:16.947Z
RUEEDJFGI2JAS,Atul Chaudhary,https://www.amazon.in/gp/profile/amzn1.account.AFM44OE5DWPEORIUFJ5NIPQH7YFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice one,4,4.0 out of 5 stars,Cheap but does the workNot so fragileCame in a good conditionGo for it,https://www.amazon.in/gp/customer-reviews/RUEEDJFGI2JAS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 19 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,5 people found this helpful,,,,2025-11-08T15:52:16.947Z
R2ED94I0JGZ6BO,aneeshantony,https://www.amazon.in/gp/profile/amzn1.account.AHHS4SRJC7ZQD45SAWFILWLYTIWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice Product..,5,5.0 out of 5 stars,"Sharp Expected same date delivery, I am so happy this Product, Thank You so much Amazon🙏🙏🙏",https://www.amazon.in/gp/customer-reviews/R2ED94I0JGZ6BO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 October 2025,Colour: RedSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/51XH7sCSStL._SY88.jpg,https://m.media-amazon.com/images/I/51XH7sCSStL.jpg,,2025-11-08T15:52:16.947Z
R1UTG85IVQUQ6C,Shruti Pandey,https://www.amazon.in/gp/profile/amzn1.account.AHRUGE2EWI2CDUQYWPQKL6CW7CBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good for daily use,https://www.amazon.in/gp/customer-reviews/R1UTG85IVQUQ6C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 6 November 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:52:16.947Z
R3TQ1605QL9FHC,Kapil mishra,https://www.amazon.in/gp/profile/amzn1.account.AEFOEBXSPVAJOBOKWRDCPCGJ7ILQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,A mid range product,3,3.0 out of 5 stars,Writing the review after using it for 1 month.In the first two three weeks it was great accurate size but after three weeks i started noticing some sand sound while using it and it goes on increasing so the result is not that much good build quality noticed some cracks in one dumbell just in one month gonna cover it up with tape or the sand filled will start coming out. And its kindda slippery so use it properly and not in a hurry cuz that will keep you safe from any injury or losing balance of it. Was in a black color abd is effective in workout but again the build quality can be improved atleast it should last 6 month but as i can see its condition in just 1 month am not sure it would last more than 3 or 4 months.,https://www.amazon.in/gp/customer-reviews/R3TQ1605QL9FHC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 8 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,3 people found this helpful,,,,2025-11-08T15:52:17.047Z
R3JY7F39M94IBO,Riya,https://www.amazon.in/gp/profile/amzn1.account.AGQUWNZ24B4P4S2UEKQQCZ3DGC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Beginner friendly,4,4.0 out of 5 stars,Cute and amazing product it will make you to exercise more.Grab it and Flex your muscles 💪,https://www.amazon.in/gp/customer-reviews/R3JY7F39M94IBO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 4 November 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/81sPvx8cTYL._SY88.jpg,https://m.media-amazon.com/images/I/81sPvx8cTYL.jpg,,2025-11-08T15:52:17.048Z
R1W6GLYSJQVVMZ,Gocham Yaka,https://www.amazon.in/gp/profile/amzn1.account.AFY75NXBAPWESCJI554VEBJH6IKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good quality with affordable price,4,4.0 out of 5 stars,,https://www.amazon.in/gp/customer-reviews/R1W6GLYSJQVVMZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/71OODnfxDPL._SY88.jpg; https://m.media-amazon.com/images/I/71Paoc3KtGL._SY88.jpg,https://m.media-amazon.com/images/I/71OODnfxDPL.jpg; https://m.media-amazon.com/images/I/71Paoc3KtGL.jpg,,2025-11-08T15:52:17.049Z
RDW05V797QQE7,BARON,https://www.amazon.in/gp/profile/amzn1.account.AHFYPOYWZG6NUOKXZNXJOTBWVG4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Excellent product!!!,5,5.0 out of 5 stars,Excellent product with affordable price. Go for it.,https://www.amazon.in/gp/customer-reviews/RDW05V797QQE7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 1 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:17.083Z
R2V45HYX6HIIX8,Nice bat .. but grip is too thin ... Have to tie a new grip 🫤head is little disbalanced maybe delivery packaging... Tooo poor packaging by Amazon... But hopefully my product is not damaged .. now waiting for playing experience,https://www.amazon.in/gp/profile/amzn1.account.AGX4T2PASERSDKSY4TOME2TDECGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Value for money,4,4.0 out of 5 stars,"Product is too good , best for beginners... Quality good at 128 price point. Recommended . Packaging also good",https://www.amazon.in/gp/customer-reviews/R2V45HYX6HIIX8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 October 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/71K---ztPuL._SY88.jpg,https://m.media-amazon.com/images/I/71K---ztPuL.jpg,,2025-11-08T15:52:17.083Z
R1OJBS99OWJ67P,Saumyadeep Ghosh,https://www.amazon.in/gp/profile/amzn1.account.AFLB6J46O3JEMWXLX6UW53525UDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good product,5,5.0 out of 5 stars,The weight is accurate. Finishing is good. The colour is exact that of display. Grips are very good for use.,https://www.amazon.in/gp/customer-reviews/R1OJBS99OWJ67P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 27 October 2025,Colour: BlackSize: 6KG(3KG*2),Verified Purchase,,,,,2025-11-08T15:52:17.083Z
R352KBOAIS3LD5,Reshma,https://www.amazon.in/gp/profile/amzn1.account.AF3LXRNDYDHAEJOS2IDDMZJZGUTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good. Acceptable quality,3,3.0 out of 5 stars,"Average quality, but ok for the price.",https://www.amazon.in/gp/customer-reviews/R352KBOAIS3LD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 17 September 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:52:17.083Z
RUEEDJFGI2JAS,Atul Chaudhary,https://www.amazon.in/gp/profile/amzn1.account.AFM44OE5DWPEORIUFJ5NIPQH7YFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice one,4,4.0 out of 5 stars,Cheap but does the workNot so fragileCame in a good conditionGo for it,https://www.amazon.in/gp/customer-reviews/RUEEDJFGI2JAS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 19 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,5 people found this helpful,,,,2025-11-08T15:52:17.084Z
R2ED94I0JGZ6BO,aneeshantony,https://www.amazon.in/gp/profile/amzn1.account.AHHS4SRJC7ZQD45SAWFILWLYTIWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice Product..,5,5.0 out of 5 stars,"Sharp Expected same date delivery, I am so happy this Product, Thank You so much Amazon🙏🙏🙏",https://www.amazon.in/gp/customer-reviews/R2ED94I0JGZ6BO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 26 October 2025,Colour: RedSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/51XH7sCSStL._SY88.jpg,https://m.media-amazon.com/images/I/51XH7sCSStL.jpg,,2025-11-08T15:52:17.084Z
R1UTG85IVQUQ6C,Shruti Pandey,https://www.amazon.in/gp/profile/amzn1.account.AHRUGE2EWI2CDUQYWPQKL6CW7CBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good,5,5.0 out of 5 stars,Good for daily use,https://www.amazon.in/gp/customer-reviews/R1UTG85IVQUQ6C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 6 November 2025,Colour: BlackSize: 4KG(2KG*2),Verified Purchase,One person found this helpful,,,,2025-11-08T15:52:17.084Z
R3TQ1605QL9FHC,Kapil mishra,https://www.amazon.in/gp/profile/amzn1.account.AEFOEBXSPVAJOBOKWRDCPCGJ7ILQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,A mid range product,3,3.0 out of 5 stars,Writing the review after using it for 1 month.In the first two three weeks it was great accurate size but after three weeks i started noticing some sand sound while using it and it goes on increasing so the result is not that much good build quality noticed some cracks in one dumbell just in one month gonna cover it up with tape or the sand filled will start coming out. And its kindda slippery so use it properly and not in a hurry cuz that will keep you safe from any injury or losing balance of it. Was in a black color abd is effective in workout but again the build quality can be improved atleast it should last 6 month but as i can see its condition in just 1 month am not sure it would last more than 3 or 4 months.,https://www.amazon.in/gp/customer-reviews/R3TQ1605QL9FHC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 8 August 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,3 people found this helpful,,,,2025-11-08T15:52:17.084Z
R3JY7F39M94IBO,Riya,https://www.amazon.in/gp/profile/amzn1.account.AGQUWNZ24B4P4S2UEKQQCZ3DGC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Beginner friendly,4,4.0 out of 5 stars,Cute and amazing product it will make you to exercise more.Grab it and Flex your muscles 💪,https://www.amazon.in/gp/customer-reviews/R3JY7F39M94IBO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 4 November 2025,Colour: RedSize: 2KG(1KG*2),Verified Purchase,One person found this helpful,https://m.media-amazon.com/images/I/81sPvx8cTYL._SY88.jpg,https://m.media-amazon.com/images/I/81sPvx8cTYL.jpg,,2025-11-08T15:52:17.084Z
R1W6GLYSJQVVMZ,Gocham Yaka,https://www.amazon.in/gp/profile/amzn1.account.AFY75NXBAPWESCJI554VEBJH6IKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good quality with affordable price,4,4.0 out of 5 stars,,https://www.amazon.in/gp/customer-reviews/R1W6GLYSJQVVMZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/71OODnfxDPL._SY88.jpg; https://m.media-amazon.com/images/I/71Paoc3KtGL._SY88.jpg,https://m.media-amazon.com/images/I/71OODnfxDPL.jpg; https://m.media-amazon.com/images/I/71Paoc3KtGL.jpg,,2025-11-08T15:52:17.084Z
R2U7E55AROLXMB,Noreen,https://www.amazon.in/gp/profile/amzn1.account.AFWLUYK33HUFIDNAPB3LR6V6DDFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best,5,5.0 out of 5 stars,Best,https://www.amazon.in/gp/customer-reviews/R2U7E55AROLXMB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 2 November 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:17.798Z
R17YHJX0NSX2GT,Tejas Gaikwad,https://www.amazon.in/gp/profile/amzn1.account.AEKYOXRABFI4PA75IP2NBNTRCMEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good quality,4,4.0 out of 5 stars,,https://www.amazon.in/gp/customer-reviews/R17YHJX0NSX2GT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 12 August 2025,Colour: RedSize: 4KG(2KG*2),Verified Purchase,,https://m.media-amazon.com/images/I/61Bxs43jhQL._SY88.jpg,https://m.media-amazon.com/images/I/61Bxs43jhQL.jpg,,2025-11-08T15:52:17.798Z
R57Y0RCROM26E,Sneha,https://www.amazon.in/gp/profile/amzn1.account.AFLE2T75R2BFQJ562QMOQTRNUPPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mixed bag,3,3.0 out of 5 stars,"Size is extremely huge, for 5kg dumbell compared to other brands. Also, the handle material leaves a bad smell on your hands.Value for money, in the category.",https://www.amazon.in/gp/customer-reviews/R57Y0RCROM26E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Reviewed in India on 5 September 2025,Colour: BlackSize: 10KG(5KG*2),Verified Purchase,,,,,2025-11-08T15:52:17.798Z
